id_empleado,date,score_satisfacion,score_inclusion,work_life_balance,percepcion_equidad
2835,2021-12-01,3,5,4,4
2835,2022-12-01,3,5,5,4
2835,2023-12-01,4,5,5,4
2835,2024-12-01,2,2,4,4
2836,2021-10-01,4,2,5,4
2836,2022-10-01,3,5,4,4
2836,2023-10-01,5,2,5,4
2836,2024-10-01,5,4,3,4
2837,2022-02-01,4,3,4,3
2837,2023-02-01,3,2,5,3
2837,2024-02-01,4,3,5,3
2837,2025-02-01,4,5,4,3
2838,2021-08-01,4,2,4,4
2838,2022-08-01,4,5,4,4
2838,2023-08-01,4,5,3,4
2838,2024-08-01,3,4,3,4
2839,2021-10-01,4,4,4,4
2839,2022-10-01,4,5,4,4
2839,2023-10-01,3,4,3,4
2839,2024-10-01,4,3,5,4
2840,2023-06-01,2,3,5,4
2840,2024-06-01,2,4,4,4
2841,2021-07-01,2,2,3,4
2841,2022-07-01,4,4,3,4
2841,2023-07-01,3,2,5,4
2841,2024-07-01,4,5,5,4
2842,2021-09-01,3,5,3,4
2842,2022-09-01,4,5,3,4
2842,2023-09-01,3,4,4,4
2842,2024-09-01,3,3,4,4
2843,2021-04-01,3,5,4,4
2843,2022-04-01,4,4,5,4
2843,2023-04-01,4,5,3,4
2843,2024-04-01,2,4,5,4
2844,2021-01-01,2,5,5,4
2844,2022-01-01,3,2,3,4
2844,2023-01-01,2,5,3,4
2844,2024-01-01,2,4,3,4
2844,2025-01-01,4,3,3,4
2845,2021-07-01,4,5,5,4
2845,2022-07-01,2,2,3,4
2845,2023-07-01,4,4,4,4
2845,2024-07-01,2,3,5,4
2846,2021-09-01,3,2,3,4
2846,2022-09-01,4,5,3,4
2846,2023-09-01,5,5,4,4
2846,2024-09-01,5,3,5,4
2847,2021-06-01,4,2,5,2
2847,2022-06-01,4,5,3,2
2847,2023-06-01,3,2,5,2
2847,2024-06-01,4,3,4,2
2848,2021-07-01,3,5,3,4
2848,2022-07-01,4,3,5,4
2848,2023-07-01,5,4,4,4
2848,2024-07-01,5,4,3,4
2849,2021-10-01,2,5,5,4
2849,2022-10-01,2,4,4,4
2849,2023-10-01,2,5,3,4
2849,2024-10-01,2,4,3,4
2850,2021-09-01,4,5,5,4
2850,2022-09-01,3,3,5,4
2850,2023-09-01,4,4,5,4
2850,2024-09-01,4,2,5,4
2851,2021-12-01,3,5,4,4
2851,2022-12-01,2,2,3,4
2851,2023-12-01,3,4,4,4
2851,2024-12-01,4,2,3,4
2852,2021-01-01,2,2,5,4
2852,2022-01-01,3,3,5,4
2852,2023-01-01,2,4,3,4
2852,2024-01-01,4,3,3,4
2852,2025-01-01,2,3,4,4
2853,2021-04-01,2,5,3,3
2853,2022-04-01,2,2,4,3
2853,2023-04-01,4,4,4,3
2853,2024-04-01,3,5,5,3
2854,2021-04-01,5,2,3,4
2854,2022-04-01,4,4,5,4
2854,2023-04-01,4,4,4,4
2854,2024-04-01,3,5,3,4
2855,2021-01-01,2,2,5,4
2855,2022-01-01,4,2,5,4
2855,2023-01-01,2,3,4,4
2855,2024-01-01,4,3,3,4
2855,2025-01-01,4,4,4,4
2856,2021-03-01,3,4,5,4
2856,2022-03-01,2,2,4,4
2856,2023-03-01,2,5,4,4
2856,2024-03-01,4,3,5,4
2856,2025-03-01,4,3,3,4
2857,2025-01-01,3,3,2,3
2858,2021-07-01,2,2,3,4
2858,2022-07-01,2,2,4,4
2858,2023-07-01,4,5,5,4
2858,2024-07-01,2,5,4,4
2859,2022-12-01,2,5,3,4
2859,2023-12-01,4,2,4,4
2859,2024-12-01,4,3,3,4
2860,2021-03-01,4,3,5,4
2860,2022-03-01,2,3,4,4
2860,2023-03-01,2,5,3,4
2860,2024-03-01,2,4,5,4
2860,2025-03-01,3,2,4,4
2861,2021-07-01,2,4,5,3
2861,2022-07-01,2,2,4,3
2861,2023-07-01,2,3,3,3
2861,2024-07-01,4,3,4,3
2862,2021-01-01,2,2,5,4
2862,2022-01-01,4,2,3,4
2862,2023-01-01,4,3,4,4
2862,2024-01-01,4,4,3,4
2862,2025-01-01,4,4,4,4
2863,2021-07-01,2,5,3,4
2863,2022-07-01,3,5,4,4
2863,2023-07-01,2,2,4,4
2863,2024-07-01,4,3,3,4
2864,2021-05-01,2,5,3,4
2864,2022-05-01,4,2,3,4
2864,2023-05-01,3,3,3,4
2864,2024-05-01,4,5,5,4
2865,2021-10-01,4,4,5,4
2865,2022-10-01,3,2,5,4
2865,2023-10-01,2,3,4,4
2865,2024-10-01,2,4,3,4
2866,2022-10-01,4,3,3,3
2866,2023-10-01,3,5,1,3
2866,2024-10-01,2,2,2,3
2867,2024-08-01,3,3,5,4
2868,2021-01-01,2,4,3,3
2868,2022-01-01,3,3,5,3
2868,2023-01-01,2,4,3,3
2868,2024-01-01,2,4,5,3
2868,2025-01-01,2,4,5,3
2869,2021-05-01,5,2,3,4
2869,2022-05-01,5,5,4,4
2869,2023-05-01,5,4,4,4
2869,2024-05-01,5,4,3,4
2870,2021-10-01,2,4,5,3
2870,2022-10-01,3,5,4,3
2870,2023-10-01,3,3,5,3
2870,2024-10-01,2,3,5,3
2871,2021-11-01,2,2,5,4
2871,2022-11-01,4,3,3,4
2871,2023-11-01,3,3,5,4
2871,2024-11-01,4,3,4,4
2872,2021-11-01,3,4,5,4
2872,2022-11-01,4,3,5,4
2872,2023-11-01,3,3,3,4
2872,2024-11-01,4,3,5,4
2873,2021-02-01,3,2,3,4
2873,2022-02-01,3,2,4,4
2873,2023-02-01,3,2,3,4
2873,2024-02-01,3,2,5,4
2873,2025-02-01,4,2,4,4
2874,2021-08-01,4,3,3,4
2874,2022-08-01,4,2,3,4
2874,2023-08-01,4,3,5,4
2874,2024-08-01,2,2,5,4
2875,2021-12-01,5,5,4,4
2875,2022-12-01,3,4,3,4
2875,2023-12-01,4,5,3,4
2875,2024-12-01,3,2,4,4
2876,2021-12-01,2,3,3,4
2876,2022-12-01,3,5,4,4
2876,2023-12-01,2,3,5,4
2876,2024-12-01,4,4,4,4
2877,2021-04-01,4,2,5,3
2877,2022-04-01,2,3,3,3
2877,2023-04-01,2,3,5,3
2877,2024-04-01,3,5,5,3
2878,2021-09-01,3,5,4,4
2878,2022-09-01,4,4,4,4
2878,2023-09-01,3,3,3,4
2878,2024-09-01,4,5,5,4
2879,2021-04-01,2,5,2,3
2879,2022-04-01,3,5,2,3
2879,2023-04-01,4,5,3,3
2879,2024-04-01,3,2,5,3
2880,2021-11-01,3,5,3,4
2880,2022-11-01,5,4,5,4
2880,2023-11-01,3,4,3,4
2880,2024-11-01,5,5,4,4
2881,2021-02-01,2,4,3,3
2881,2022-02-01,3,2,3,3
2881,2023-02-01,3,4,5,3
2881,2024-02-01,3,2,4,3
2881,2025-02-01,3,5,3,3
2882,2021-04-01,2,3,4,4
2882,2022-04-01,4,5,5,4
2882,2023-04-01,4,2,3,4
2882,2024-04-01,4,5,5,4
2883,2021-01-01,4,2,5,4
2883,2022-01-01,2,3,4,4
2883,2023-01-01,2,5,5,4
2883,2024-01-01,2,3,3,4
2883,2025-01-01,2,3,5,4
2884,2021-07-01,2,5,4,4
2884,2022-07-01,4,5,4,4
2884,2023-07-01,4,2,3,4
2884,2024-07-01,4,3,4,4
2885,2021-01-01,2,3,5,4
2885,2022-01-01,4,4,4,4
2885,2023-01-01,3,3,4,4
2885,2024-01-01,2,5,4,4
2885,2025-01-01,4,4,4,4
2886,2021-09-01,4,5,4,4
2886,2022-09-01,4,3,4,4
2886,2023-09-01,3,5,3,4
2886,2024-09-01,4,5,4,4
2887,2021-10-01,4,3,5,4
2887,2022-10-01,2,3,3,4
2887,2023-10-01,3,5,4,4
2887,2024-10-01,3,5,4,4
2888,2021-05-01,4,2,5,4
2888,2022-05-01,2,4,3,4
2888,2023-05-01,4,4,5,4
2888,2024-05-01,4,3,3,4
2889,2021-05-01,3,3,4,4
2889,2022-05-01,2,4,3,4
2889,2023-05-01,2,3,3,4
2889,2024-05-01,4,3,5,4
2890,2021-03-01,2,5,3,4
2890,2022-03-01,4,4,2,4
2890,2023-03-01,3,2,3,4
2890,2024-03-01,3,3,2,4
2890,2025-03-01,4,5,3,4
2891,2021-02-01,4,4,3,4
2891,2022-02-01,4,2,3,4
2891,2023-02-01,3,2,5,4
2891,2024-02-01,2,4,5,4
2891,2025-02-01,2,4,4,4
2892,2023-06-01,3,5,4,4
2892,2024-06-01,3,5,4,4
2893,2021-11-01,3,3,3,4
2893,2022-11-01,3,5,5,4
2893,2023-11-01,4,4,5,4
2893,2024-11-01,4,5,4,4
2894,2021-01-01,3,4,4,4
2894,2022-01-01,3,5,3,4
2894,2023-01-01,3,4,5,4
2894,2024-01-01,4,3,3,4
2894,2025-01-01,3,4,5,4
2895,2021-05-01,2,2,3,4
2895,2022-05-01,4,4,4,4
2895,2023-05-01,4,3,4,4
2895,2024-05-01,3,2,4,4
2896,2021-07-01,4,2,5,4
2896,2022-07-01,4,5,5,4
2896,2023-07-01,4,4,5,4
2896,2024-07-01,4,5,3,4
2897,2021-12-01,2,4,5,4
2897,2022-12-01,3,5,4,4
2897,2023-12-01,3,3,3,4
2897,2024-12-01,4,3,3,4
2898,2021-01-01,4,2,4,4
2898,2022-01-01,3,3,4,4
2898,2023-01-01,2,2,3,4
2898,2024-01-01,4,2,4,4
2898,2025-01-01,3,5,4,4
2899,2021-07-01,2,3,5,4
2899,2022-07-01,4,4,5,4
2899,2023-07-01,3,3,3,4
2899,2024-07-01,2,3,4,4
2900,2021-02-01,3,4,3,4
2900,2022-02-01,3,3,3,4
2900,2023-02-01,3,2,5,4
2900,2024-02-01,2,3,4,4
2900,2025-02-01,3,2,4,4
2901,2021-11-01,4,4,3,4
2901,2022-11-01,3,2,3,4
2901,2023-11-01,2,4,4,4
2901,2024-11-01,4,4,5,4
2902,2021-11-01,3,3,4,4
2902,2022-11-01,4,3,3,4
2902,2023-11-01,2,5,5,4
2902,2024-11-01,4,5,4,4
2903,2021-10-01,3,2,3,4
2903,2022-10-01,2,2,4,4
2903,2023-10-01,4,3,4,4
2903,2024-10-01,3,3,4,4
2904,2021-08-01,4,5,5,3
2904,2022-08-01,3,4,4,3
2904,2023-08-01,3,3,5,3
2904,2024-08-01,4,5,5,3
2905,2021-05-01,2,3,4,4
2905,2022-05-01,4,3,4,4
2905,2023-05-01,4,3,5,4
2905,2024-05-01,4,2,5,4
2906,2021-11-01,4,2,3,3
2906,2022-11-01,3,3,1,3
2906,2023-11-01,3,4,1,3
2906,2024-11-01,4,4,2,3
2907,2021-09-01,2,3,3,3
2907,2022-09-01,2,4,3,3
2907,2023-09-01,2,4,3,3
2907,2024-09-01,2,5,5,3
2908,2021-07-01,3,3,5,3
2908,2022-07-01,2,2,3,3
2908,2023-07-01,4,2,5,3
2908,2024-07-01,2,3,4,3
2909,2021-11-01,4,2,4,3
2909,2022-11-01,3,4,5,3
2909,2023-11-01,2,2,5,3
2909,2024-11-01,4,3,4,3
2910,2021-07-01,3,5,4,4
2910,2022-07-01,2,2,4,4
2910,2023-07-01,3,3,3,4
2910,2024-07-01,2,4,5,4
2911,2021-08-01,3,3,3,4
2911,2022-08-01,2,2,3,4
2911,2023-08-01,3,4,5,4
2911,2024-08-01,2,2,4,4
2912,2021-02-01,4,2,4,3
2912,2022-02-01,4,3,4,3
2912,2023-02-01,4,2,4,3
2912,2024-02-01,4,5,4,3
2912,2025-02-01,3,2,4,3
2913,2021-01-01,4,5,5,3
2913,2022-01-01,2,2,4,3
2913,2023-01-01,3,3,3,3
2913,2024-01-01,2,5,3,3
2913,2025-01-01,3,3,3,3
2914,2021-02-01,4,5,4,3
2914,2022-02-01,4,3,5,3
2914,2023-02-01,2,2,4,3
2914,2024-02-01,2,2,4,3
2914,2025-02-01,4,5,3,3
2915,2021-06-01,2,2,5,4
2915,2022-06-01,4,3,3,4
2915,2023-06-01,4,2,5,4
2915,2024-06-01,4,5,5,4
2916,2025-01-01,3,5,4,4
2917,2021-01-01,2,4,4,4
2917,2022-01-01,2,3,4,4
2917,2023-01-01,3,5,5,4
2917,2024-01-01,4,3,3,4
2917,2025-01-01,3,5,4,4
2918,2021-02-01,4,3,4,4
2918,2022-02-01,5,3,4,4
2918,2023-02-01,5,3,4,4
2918,2024-02-01,4,3,5,4
2918,2025-02-01,5,5,5,4
2919,2021-01-01,5,4,5,4
2919,2022-01-01,4,4,4,4
2919,2023-01-01,3,5,5,4
2919,2024-01-01,3,5,3,4
2919,2025-01-01,5,2,4,4
2920,2021-09-01,4,4,4,4
2920,2022-09-01,2,4,5,4
2920,2023-09-01,4,2,5,4
2920,2024-09-01,2,2,4,4
2921,2021-07-01,5,2,4,4
2921,2022-07-01,4,3,5,4
2921,2023-07-01,4,3,3,4
2921,2024-07-01,3,5,4,4
2922,2021-04-01,3,3,2,4
2922,2022-04-01,5,4,3,4
2922,2023-04-01,4,5,3,4
2922,2024-04-01,3,5,4,4
2923,2021-12-01,4,4,4,4
2923,2022-12-01,4,3,5,4
2923,2023-12-01,4,3,3,4
2923,2024-12-01,3,3,5,4
2924,2021-11-01,4,4,5,4
2924,2022-11-01,4,5,3,4
2924,2023-11-01,2,5,3,4
2924,2024-11-01,4,3,4,4
2925,2021-12-01,2,3,2,4
2925,2022-12-01,3,3,1,4
2925,2023-12-01,2,4,3,4
2925,2024-12-01,3,4,1,4
2926,2021-10-01,4,5,3,3
2926,2022-10-01,4,2,3,3
2926,2023-10-01,4,3,5,3
2926,2024-10-01,2,4,3,3
2927,2021-09-01,4,4,3,4
2927,2022-09-01,4,2,3,4
2927,2023-09-01,3,4,3,4
2927,2024-09-01,2,2,5,4
2928,2021-07-01,2,3,4,4
2928,2022-07-01,3,3,3,4
2928,2023-07-01,2,2,3,4
2928,2024-07-01,3,3,3,4
2929,2021-08-01,4,3,3,3
2929,2022-08-01,4,3,5,3
2929,2023-08-01,2,3,5,3
2929,2024-08-01,3,5,4,3
2930,2021-07-01,3,3,5,4
2930,2022-07-01,5,4,3,4
2930,2023-07-01,3,3,3,4
2930,2024-07-01,4,4,3,4
2931,2021-09-01,4,4,3,4
2931,2022-09-01,3,4,3,4
2931,2023-09-01,2,5,3,4
2931,2024-09-01,2,5,4,4
2932,2021-05-01,3,4,4,4
2932,2022-05-01,4,3,3,4
2932,2023-05-01,4,4,5,4
2932,2024-05-01,5,4,5,4
2933,2021-04-01,4,3,4,4
2933,2022-04-01,2,2,3,4
2933,2023-04-01,3,3,3,4
2933,2024-04-01,4,5,3,4
2934,2021-07-01,2,5,5,3
2934,2022-07-01,4,3,3,3
2934,2023-07-01,3,2,4,3
2934,2024-07-01,3,4,5,3
2935,2021-02-01,4,5,5,4
2935,2022-02-01,3,2,4,4
2935,2023-02-01,3,3,3,4
2935,2024-02-01,4,2,5,4
2935,2025-02-01,4,3,3,4
2936,2021-07-01,2,5,4,3
2936,2022-07-01,3,5,4,3
2936,2023-07-01,3,3,5,3
2936,2024-07-01,4,4,5,3
2937,2021-04-01,2,4,5,3
2937,2022-04-01,4,4,3,3
2937,2023-04-01,4,3,4,3
2937,2024-04-01,4,5,5,3
2938,2021-11-01,3,5,3,4
2938,2022-11-01,2,5,3,4
2938,2023-11-01,4,4,4,4
2938,2024-11-01,2,3,4,4
2939,2021-05-01,2,2,5,4
2939,2022-05-01,4,2,4,4
2939,2023-05-01,3,2,3,4
2939,2024-05-01,4,2,4,4
2940,2021-10-01,3,5,5,4
2940,2022-10-01,4,4,4,4
2940,2023-10-01,4,4,5,4
2940,2024-10-01,2,2,4,4
2941,2021-01-01,4,2,3,4
2941,2022-01-01,4,5,3,4
2941,2023-01-01,4,3,3,4
2941,2024-01-01,4,2,3,4
2941,2025-01-01,4,4,3,4
2942,2021-05-01,2,3,4,4
2942,2022-05-01,3,3,3,4
2942,2023-05-01,2,4,5,4
2942,2024-05-01,4,5,4,4
2943,2021-04-01,3,5,4,4
2943,2022-04-01,4,4,3,4
2943,2023-04-01,3,5,3,4
2943,2024-04-01,4,4,4,4
2944,2021-10-01,2,2,5,4
2944,2022-10-01,2,3,5,4
2944,2023-10-01,4,3,4,4
2944,2024-10-01,2,5,4,4
2945,2021-02-01,3,2,4,4
2945,2022-02-01,4,2,3,4
2945,2023-02-01,3,4,5,4
2945,2024-02-01,3,4,5,4
2945,2025-02-01,4,5,3,4
2946,2022-09-01,4,2,4,3
2946,2023-09-01,2,4,5,3
2946,2024-09-01,2,4,4,3
2947,2021-10-01,2,5,5,4
2947,2022-10-01,2,2,5,4
2947,2023-10-01,4,5,3,4
2947,2024-10-01,4,4,5,4
2948,2021-11-01,2,4,5,4
2948,2022-11-01,3,2,3,4
2948,2023-11-01,2,4,5,4
2948,2024-11-01,4,4,3,4
2949,2022-09-01,4,5,3,4
2949,2023-09-01,2,5,3,4
2949,2024-09-01,2,5,5,4
2950,2021-05-01,3,4,4,4
2950,2022-05-01,3,2,5,4
2950,2023-05-01,4,5,5,4
2950,2024-05-01,3,5,5,4
2951,2021-12-01,3,3,3,4
2951,2022-12-01,4,2,5,4
2951,2023-12-01,5,2,5,4
2951,2024-12-01,3,2,3,4
2952,2021-03-01,3,4,3,4
2952,2022-03-01,4,4,4,4
2952,2023-03-01,2,4,3,4
2952,2024-03-01,3,4,5,4
2952,2025-03-01,2,2,5,4
2953,2021-02-01,3,5,4,4
2953,2022-02-01,4,3,5,4
2953,2023-02-01,4,4,5,4
2953,2024-02-01,5,4,5,4
2953,2025-02-01,3,4,3,4
2954,2021-08-01,4,4,3,4
2954,2022-08-01,2,5,4,4
2954,2023-08-01,4,4,5,4
2954,2024-08-01,4,4,5,4
2955,2021-05-01,2,4,5,4
2955,2022-05-01,2,4,3,4
2955,2023-05-01,3,3,4,4
2955,2024-05-01,4,5,3,4
2956,2023-12-01,2,4,3,4
2956,2024-12-01,2,3,3,4
2957,2021-05-01,4,4,4,4
2957,2022-05-01,4,2,5,4
2957,2023-05-01,3,2,5,4
2957,2024-05-01,4,4,5,4
2958,2024-06-01,2,4,5,4
2959,2021-01-01,2,5,5,3
2959,2022-01-01,2,3,3,3
2959,2023-01-01,2,2,5,3
2959,2024-01-01,2,4,5,3
2959,2025-01-01,3,2,3,3
2960,2021-04-01,2,3,4,4
2960,2022-04-01,4,2,5,4
2960,2023-04-01,3,5,5,4
2960,2024-04-01,4,2,4,4
2961,2021-02-01,3,2,3,4
2961,2022-02-01,5,4,3,4
2961,2023-02-01,5,4,5,4
2961,2024-02-01,4,5,4,4
2961,2025-02-01,5,3,4,4
2962,2021-05-01,5,5,5,4
2962,2022-05-01,5,5,3,4
2962,2023-05-01,3,3,4,4
2962,2024-05-01,3,5,5,4
2963,2022-05-01,3,3,5,4
2963,2023-05-01,3,2,3,4
2963,2024-05-01,4,5,3,4
2964,2021-04-01,3,4,5,4
2964,2022-04-01,4,4,4,4
2964,2023-04-01,3,2,4,4
2964,2024-04-01,2,4,3,4
2965,2021-03-01,2,3,3,3
2965,2022-03-01,3,4,4,3
2965,2023-03-01,4,5,4,3
2965,2024-03-01,3,4,4,3
2965,2025-03-01,2,4,4,3
2966,2021-04-01,2,2,3,4
2966,2022-04-01,4,3,4,4
2966,2023-04-01,2,3,4,4
2966,2024-04-01,2,3,5,4
2967,2025-03-01,3,3,4,4
2968,2023-07-01,4,5,5,4
2968,2024-07-01,3,3,3,4
2969,2021-12-01,3,2,4,4
2969,2022-12-01,4,3,5,4
2969,2023-12-01,3,5,5,4
2969,2024-12-01,3,5,3,4
2970,2021-08-01,4,4,5,4
2970,2022-08-01,3,4,5,4
2970,2023-08-01,2,3,4,4
2970,2024-08-01,4,5,4,4
2971,2021-04-01,3,4,5,4
2971,2022-04-01,2,2,3,4
2971,2023-04-01,4,2,5,4
2971,2024-04-01,4,3,4,4
2972,2021-02-01,4,3,3,4
2972,2022-02-01,2,3,5,4
2972,2023-02-01,3,2,4,4
2972,2024-02-01,2,3,3,4
2972,2025-02-01,4,2,5,4
2973,2021-04-01,4,2,4,4
2973,2022-04-01,4,4,5,4
2973,2023-04-01,4,2,5,4
2973,2024-04-01,4,5,4,4
2974,2021-06-01,4,3,5,4
2974,2022-06-01,4,5,3,4
2974,2023-06-01,2,4,5,4
2974,2024-06-01,4,3,4,4
2975,2021-08-01,4,5,5,4
2975,2022-08-01,3,5,5,4
2975,2023-08-01,3,5,3,4
2975,2024-08-01,4,5,5,4
2976,2021-11-01,4,3,3,4
2976,2022-11-01,4,2,4,4
2976,2023-11-01,2,4,3,4
2976,2024-11-01,3,4,5,4
2977,2021-01-01,4,5,4,3
2977,2022-01-01,4,4,4,3
2977,2023-01-01,3,3,3,3
2977,2024-01-01,4,3,4,3
2977,2025-01-01,3,2,4,3
2978,2021-12-01,3,4,4,4
2978,2022-12-01,4,5,5,4
2978,2023-12-01,2,3,4,4
2978,2024-12-01,3,2,4,4
2979,2023-06-01,2,5,3,3
2979,2024-06-01,2,5,4,3
2980,2021-08-01,4,5,3,4
2980,2022-08-01,4,5,5,4
2980,2023-08-01,4,4,4,4
2980,2024-08-01,2,4,5,4
2981,2021-07-01,4,3,4,4
2981,2022-07-01,3,5,5,4
2981,2023-07-01,3,4,4,4
2981,2024-07-01,4,2,4,4
2982,2021-07-01,4,5,4,4
2982,2022-07-01,2,2,4,4
2982,2023-07-01,4,3,4,4
2982,2024-07-01,4,2,3,4
2983,2021-12-01,3,3,3,4
2983,2022-12-01,3,4,3,4
2983,2023-12-01,4,2,4,4
2983,2024-12-01,2,5,5,4
2984,2021-04-01,3,3,1,4
2984,2022-04-01,5,2,5,4
2984,2023-04-01,5,5,3,4
2984,2024-04-01,4,2,5,4
2985,2021-12-01,3,5,5,4
2985,2022-12-01,4,5,4,4
2985,2023-12-01,2,3,5,4
2985,2024-12-01,4,2,3,4
2986,2021-11-01,4,4,2,4
2986,2022-11-01,3,2,3,4
2986,2023-11-01,4,5,3,4
2986,2024-11-01,3,2,2,4
2987,2021-03-01,4,5,3,4
2987,2022-03-01,4,2,4,4
2987,2023-03-01,5,5,3,4
2987,2024-03-01,5,4,3,4
2987,2025-03-01,5,4,3,4
2988,2021-01-01,3,3,4,3
2988,2022-01-01,3,5,5,3
2988,2023-01-01,4,3,4,3
2988,2024-01-01,3,5,5,3
2988,2025-01-01,3,2,5,3
2989,2022-02-01,4,5,5,4
2989,2023-02-01,3,5,4,4
2989,2024-02-01,3,4,5,4
2989,2025-02-01,2,4,5,4
2990,2021-10-01,4,2,4,4
2990,2022-10-01,4,5,4,4
2990,2023-10-01,3,4,5,4
2990,2024-10-01,4,5,5,4
2991,2021-01-01,4,3,4,3
2991,2022-01-01,3,4,4,3
2991,2023-01-01,4,3,4,3
2991,2024-01-01,3,3,3,3
2991,2025-01-01,2,3,5,3
2992,2021-01-01,4,2,3,4
2992,2022-01-01,2,2,4,4
2992,2023-01-01,3,5,5,4
2992,2024-01-01,4,4,3,4
2992,2025-01-01,3,3,5,4
2993,2021-12-01,2,5,3,4
2993,2022-12-01,4,3,5,4
2993,2023-12-01,2,4,5,4
2993,2024-12-01,2,3,3,4
2994,2021-12-01,2,5,3,4
2994,2022-12-01,3,3,5,4
2994,2023-12-01,4,3,3,4
2994,2024-12-01,3,5,3,4
2995,2022-09-01,3,3,5,4
2995,2023-09-01,3,5,3,4
2995,2024-09-01,4,2,3,4
2996,2021-10-01,3,3,3,4
2996,2022-10-01,2,2,5,4
2996,2023-10-01,2,4,5,4
2996,2024-10-01,4,5,4,4
2997,2021-06-01,3,4,3,2
2997,2022-06-01,2,4,3,2
2997,2023-06-01,3,2,5,2
2997,2024-06-01,4,5,4,2
2998,2021-02-01,2,3,2,1
2998,2022-02-01,3,3,3,1
2998,2023-02-01,3,3,3,1
2998,2024-02-01,4,5,1,1
2998,2025-02-01,4,5,3,1
2999,2021-01-01,2,4,5,3
2999,2022-01-01,3,4,4,3
2999,2023-01-01,4,3,4,3
2999,2024-01-01,4,4,4,3
2999,2025-01-01,2,5,3,3
3000,2023-10-01,3,5,4,4
3000,2024-10-01,3,2,3,4
3001,2021-04-01,3,5,4,2
3001,2022-04-01,3,4,5,2
3001,2023-04-01,2,4,3,2
3001,2024-04-01,4,3,3,2
3002,2021-05-01,2,5,3,4
3002,2022-05-01,4,2,5,4
3002,2023-05-01,2,2,3,4
3002,2024-05-01,4,5,5,4
3003,2021-07-01,3,2,4,4
3003,2022-07-01,5,2,5,4
3003,2023-07-01,3,2,3,4
3003,2024-07-01,3,5,5,4
3004,2021-05-01,3,4,5,3
3004,2022-05-01,2,5,3,3
3004,2023-05-01,2,2,3,3
3004,2024-05-01,2,2,5,3
3005,2021-07-01,3,2,5,4
3005,2022-07-01,2,2,4,4
3005,2023-07-01,4,4,3,4
3005,2024-07-01,3,3,3,4
3006,2021-01-01,4,5,3,4
3006,2022-01-01,5,5,3,4
3006,2023-01-01,3,5,5,4
3006,2024-01-01,5,4,5,4
3006,2025-01-01,4,5,5,4
3007,2021-11-01,3,2,5,3
3007,2022-11-01,4,3,5,3
3007,2023-11-01,3,2,3,3
3007,2024-11-01,3,3,5,3
3008,2021-07-01,3,4,3,4
3008,2022-07-01,3,2,3,4
3008,2023-07-01,2,3,5,4
3008,2024-07-01,3,2,4,4
3009,2023-02-01,4,3,4,4
3009,2024-02-01,3,2,3,4
3009,2025-02-01,2,2,5,4
3010,2021-12-01,3,2,3,3
3010,2022-12-01,2,3,5,3
3010,2023-12-01,4,5,5,3
3010,2024-12-01,4,2,3,3
3011,2021-07-01,3,2,3,4
3011,2022-07-01,2,3,5,4
3011,2023-07-01,3,2,5,4
3011,2024-07-01,4,3,4,4
3012,2021-04-01,4,3,3,4
3012,2022-04-01,4,3,3,4
3012,2023-04-01,3,2,5,4
3012,2024-04-01,3,2,3,4
3013,2021-12-01,4,4,4,4
3013,2022-12-01,4,3,3,4
3013,2023-12-01,4,2,4,4
3013,2024-12-01,4,5,3,4
3014,2021-12-01,2,3,3,3
3014,2022-12-01,3,4,4,3
3014,2023-12-01,4,3,5,3
3014,2024-12-01,2,2,4,3
3015,2021-12-01,2,2,5,4
3015,2022-12-01,4,3,5,4
3015,2023-12-01,4,3,5,4
3015,2024-12-01,3,3,3,4
3016,2021-10-01,4,4,5,4
3016,2022-10-01,2,5,4,4
3016,2023-10-01,2,3,4,4
3016,2024-10-01,4,4,3,4
3017,2021-04-01,4,4,3,3
3017,2022-04-01,3,5,1,3
3017,2023-04-01,4,4,5,3
3017,2024-04-01,2,4,4,3
3018,2024-11-01,4,4,3,4
3019,2021-06-01,4,4,3,4
3019,2022-06-01,4,2,3,4
3019,2023-06-01,3,5,4,4
3019,2024-06-01,5,4,4,4
3020,2021-09-01,2,2,4,4
3020,2022-09-01,2,3,3,4
3020,2023-09-01,4,5,4,4
3020,2024-09-01,4,4,4,4
3021,2021-06-01,4,3,5,4
3021,2022-06-01,4,5,4,4
3021,2023-06-01,4,3,3,4
3021,2024-06-01,3,2,5,4
3022,2022-12-01,4,5,3,4
3022,2023-12-01,3,5,5,4
3022,2024-12-01,3,4,5,4
3023,2021-12-01,2,5,4,4
3023,2022-12-01,4,2,5,4
3023,2023-12-01,2,3,3,4
3023,2024-12-01,2,4,5,4
3024,2021-02-01,5,2,4,4
3024,2022-02-01,3,3,5,4
3024,2023-02-01,3,3,3,4
3024,2024-02-01,5,2,3,4
3024,2025-02-01,5,2,3,4
3025,2021-01-01,3,5,3,4
3025,2022-01-01,3,2,4,4
3025,2023-01-01,5,4,5,4
3025,2024-01-01,5,3,5,4
3025,2025-01-01,4,4,5,4
3026,2021-02-01,2,4,3,4
3026,2022-02-01,3,5,5,4
3026,2023-02-01,3,3,4,4
3026,2024-02-01,2,3,4,4
3026,2025-02-01,3,4,5,4
3027,2021-05-01,2,3,3,4
3027,2022-05-01,2,3,4,4
3027,2023-05-01,2,5,4,4
